Count;IncentiveCondition;Age.Group;Gender;Age;Income;Wealth;DigitSymbol;GainOrientation;LossOrientation;MaintenanceOrientation;ch_G01;ch_G02;ch_G03;ch_G04;ch_G05;ch_G06;ch_G07;ch_G08;ch_G09;ch_G10;ch_G11;ch_G12;ch_G13;ch_G14;ch_G15;ch_G16;ch_G17;ch_G18;ch_G19;ch_G20;ch_G21;ch_G22;ch_G23;ch_G24;ch_G25;ch_G26;ch_L01;ch_L02;ch_L03;ch_L04;ch_L05;ch_L06;ch_L07;ch_L08;ch_L09;ch_L10;ch_L11;ch_L12;ch_L13;ch_L14;ch_L15;ch_L16;ch_L17;ch_L18;ch_L19;ch_L20;ch_L21;ch_L22;ch_L23;ch_L24;ch_L25;ch_L26;ch_M01;ch_M02;ch_M03;ch_M04;ch_M05;ch_M06;ch_M07;ch_M08;ch_M09;ch_M10;ch_M11;ch_M12;ch_M13;ch_M14;ch_M15;ch_M16;ch_M17;ch_M18;ch_M19;ch_M20;ch_M21;ch_M22;ch_M23;ch_M24;ch_M25;ch_M26;rt_G01;rt_G02;rt_G03;rt_G04;rt_G05;rt_G06;rt_G07;rt_G08;rt_G09;rt_G10;rt_G11;rt_G12;rt_G13;rt_G14;rt_G15;rt_G16;rt_G17;rt_G18;rt_G19;rt_G20;rt_G21;rt_G22;rt_G23;rt_G24;rt_G25;rt_G26;rt_L01;rt_L02;rt_L03;rt_L04;rt_L05;rt_L06;rt_L07;rt_L08;rt_L09;rt_L10;rt_L11;rt_L12;rt_L13;rt_L14;rt_L15;rt_L16;rt_L17;rt_L18;rt_L19;rt_L20;rt_L21;rt_L22;rt_L23;rt_L24;rt_L25;rt_L26;rt_M01;rt_M02;rt_M03;rt_M04;rt_M05;rt_M06;rt_M07;rt_M08;rt_M09;rt_M10;rt_M11;rt_M12;rt_M13;rt_M14;rt_M15;rt_M16;rt_M17;rt_M18;rt_M19;rt_M20;rt_M21;rt_M22;rt_M23;rt_M24;rt_M25;rt_M26;Emotion.Pre;Excitement.Pre;Emotion.Post;Excitement.Post;DQgain;DQloss;DQmixed;RKgain;RKloss;RKmixed;medianTimeGain;medianTimeLoss;medianTimeMixed;M.alpha;M.gamma_gain;M.gamma_loss;M.lambda;M.luce
208;PayAll;Older;male;68;$60,001 - $100,000;$250,001 - $500,000;27;6;8;8;A;A;B;A;B;B;A;A;A;B;A;A;A;B;A;A;A;A;B;A;B;B;A;A;A;A;A;A;A;A;B;A;A;B;A;B;A;A;A;A;B;A;B;A;B;B;B;B;A;B;B;A;A;B;B;B;A;B;B;B;B;B;A;A;B;B;B;B;A;A;A;A;B;B;B;B;A;A;18;13;14;8;12;12;11;12;12;8;8;15;16;16;13;13;16;15;10;14;8;11;11;21;9;11;10;16;11;22;9;11;16;14;15;24;14;17;13;13;15;8;10;14;28;24;26;10;13;36;16;8;26;19;16;32;14;20;14;17;17;17;25;29;19;22;28;17;23;17;18;22;31;22;18;23;22;23;6;6;7;6;,8;,76;,84;,28;,52;,6;12;14;21;,91884899266297;,759631636759683;,920468486250735;1,03913957545121;,16540226479784
209;PayAll;Older;female;72;$40,001 - $60,000;More than $500'000;30;7;6;8;A;B;B;A;B;B;B;A;A;B;A;A;A;B;A;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;A;A;B;A;B;B;A;A;A;B;A;A;A;A;B;A;B;A;B;B;A;B;B;B;B;A;B;A;B;B;B;A;A;A;A;A;A;A;A;B;A;B;B;A;B;A;A;12;8;14;6;10;5;28;7;17;7;10;12;19;3;10;10;10;16;4;3;7;7;6;35;6;6;35;11;13;6;20;4;6;5;20;7;14;3;12;10;6;4;5;6;18;11;6;8;10;8;40;6;24;18;7;21;10;10;7;6;13;9;15;15;8;6;10;11;20;9;9;5;7;5;9;7;7;6;8;5;8;8;,84;,76;,68;,4;,44;,52;9;8;9;,952300097931984;,742632160418246;,886639554269495;1,24968959296265;,1367639301012
210;PayOne;Older;female;89;$40,001 - $60,000;$100,001 - $250,000;28;7,5;2;1;B;A;B;A;B;B;B;A;B;B;A;A;A;B;A;A;A;A;B;A;A;B;A;B;A;A;A;A;B;B;A;B;A;B;A;B;B;B;A;B;A;A;A;A;B;B;B;A;A;B;B;B;B;B;B;A;B;B;B;B;A;A;A;A;B;A;A;A;B;A;A;B;B;B;B;B;A;A;23;11;11;5;9;6;14;10;5;6;8;15;7;10;10;11;14;10;9;8;11;6;16;10;8;16;9;14;10;16;19;10;22;10;9;17;8;11;8;27;7;11;8;8;8;11;37;16;13;12;19;19;13;10;9;8;9;13;13;25;8;10;11;11;16;7;10;24;16;7;16;9;11;13;11;9;14;14;9;5;9;5;,68;,6;,68;,4;,44;,44;10;11;11;,838052721242075;,668100278910749;,810453309333037;1,21922271829636;,130627460734018
211;PayAll;Younger;female;30;$0 - $20,000;$0 - $5,000;21;8;8;7;A;A;B;B;A;B;B;A;B;B;B;B;A;B;B;A;A;A;A;B;B;A;B;B;B;B;A;B;B;A;A;B;B;A;A;A;A;B;B;A;B;B;B;B;A;A;A;A;A;A;A;A;A;B;B;A;B;B;A;A;B;A;B;B;A;A;A;B;B;B;A;A;A;B;A;B;A;B;3;7;2;3;5;3;2;3;2;4;2;3;3;3;2;2;5;4;2;2;5;2;2;2;2;2;2;2;7;2;2;3;4;3;2;2;2;2;2;2;2;2;5;4;4;4;2;2;4;2;3;10;3;2;4;4;2;6;5;2;6;5;5;3;5;5;3;2;9;2;6;2;5;2;3;3;13;4;9;3;7;4;,6;,32;,52;,56;,48;,6;2,5;2;4;,367303062436193;,727154661968674;,776150408525876;1,0494097900534;,127993450975255
212;PayOne;Younger;other;20;I do not want to answer;I do not want to answer;45;7;1,5;4,5;B;B;A;B;B;B;B;A;A;B;A;A;A;A;B;B;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;A;B;A;A;A;A;B;A;A;A;A;B;B;A;B;B;B;B;A;A;B;A;A;A;B;B;A;A;A;A;B;A;A;B;A;A;A;A;A;B;B;B;B;A;A;4;4;3;3;4;3;5;7;3;3;2;5;4;3;4;3;4;3;3;2;4;3;3;7;4;4;3;4;5;4;5;7;3;8;7;4;4;7;3;6;4;8;3;7;6;6;3;5;8;7;5;6;4;5;4;3;6;7;5;3;5;4;4;4;7;4;7;4;4;3;4;4;4;3;3;5;4;5;6;3;5;1;,76;,8;,72;,56;,56;,56;3,5;5;4;,8365937323629;,657541600742926;,837202737520836;,920903242803044;,258894133786643
213;PayOne;Younger;male;19;$20,001 - $40,000;$0 - $5,000;25;7,5;7,5;7,5;B;B;B;A;B;B;A;A;A;B;A;A;A;B;B;B;A;A;B;A;A;B;A;A;B;A;A;A;B;A;A;B;A;B;A;B;B;A;A;A;A;A;A;A;A;B;B;A;A;A;B;A;A;B;B;A;A;B;B;B;A;A;A;B;A;A;A;A;B;A;B;A;B;B;B;B;A;A;9;7;39;4;9;8;14;10;9;5;62;5;7;7;3;6;23;50;4;5;8;7;12;12;6;3;12;4;11;4;7;6;7;8;12;6;4;6;38;3;4;4;4;11;6;28;104;8;11;12;3;4;12;9;7;23;11;13;8;9;32;12;3;6;10;16;10;6;3;8;24;5;10;14;6;8;5;6;6;1;6;1;,72;,72;,68;,36;,4;,44;7,5;6,5;9;,836638274212526;,641438512601422;,836268050757542;1,07046923712997;,2530641892192
214;PayAll;Older;male;68;I do not want to answer;I do not want to answer;11;5;7,5;6;A;B;B;A;A;B;B;B;B;B;B;B;A;B;B;A;B;A;B;A;B;B;A;B;A;A;A;A;A;A;B;B;B;B;A;B;A;A;A;A;A;B;A;A;A;B;B;B;A;A;B;A;A;B;B;B;A;B;B;B;B;B;A;A;A;B;B;B;A;A;A;A;B;A;A;B;A;A;25;29;28;30;28;28;30;32;35;31;31;50;25;27;34;22;28;23;42;29;37;35;35;46;31;43;43;28;25;35;32;31;41;32;31;34;56;27;36;35;41;37;26;35;43;32;35;30;28;27;37;32;27;31;31;28;23;27;30;26;32;28;33;35;21;48;50;30;39;29;30;22;29;34;40;24;30;30;6;6;6;5;,56;,8;,72;,52;,56;,56;30,5;33;30;,859541394511295;,795137308949491;,893827404821112;1,13267480839542;,123685590431491
215;PayAll;Older;female;70;More than $100,000;More than $500'000;29;7,5;7,5;6;B;A;B;B;B;B;A;B;A;B;A;B;A;B;B;A;A;A;B;A;B;B;A;A;A;A;A;B;B;A;A;B;B;A;B;A;A;B;B;B;B;B;B;A;A;B;A;A;B;B;A;A;B;B;B;A;A;B;B;B;A;B;A;A;A;A;B;A;A;A;A;A;A;B;B;B;A;A;7;7;4;5;3;8;2;5;4;8;17;9;9;7;11;8;5;7;4;6;4;7;6;3;7;10;10;6;3;6;6;2;12;10;2;7;5;13;9;8;6;11;30;8;7;7;5;3;12;7;7;9;7;12;11;8;4;13;7;4;5;2;9;8;11;8;9;11;6;7;6;12;6;5;8;9;9;4;6;3;7;6;,76;,32;,8;,4;,56;,56;7;7;8;,886786780141653;,719732767649272;,753507804416472;1,02797610604942;,101250731589005
216;PayAll;Older;female;65;$60,001 - $100,000;More than $500'000;23;7,5;4;4;B;A;B;A;B;B;B;A;A;B;A;A;A;B;A;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;A;A;B;A;B;A;A;A;A;A;A;A;A;B;B;B;B;A;B;B;A;B;B;B;B;A;A;A;B;A;A;A;A;A;B;B;A;B;B;A;A;B;B;B;B;A;A;8;10;7;6;7;7;9;6;11;4;6;7;4;5;7;5;7;4;5;5;6;5;6;6;7;6;7;5;12;8;6;9;8;7;7;16;4;6;8;12;8;8;7;5;7;8;8;7;11;11;9;6;18;6;5;10;8;9;13;9;25;10;9;8;9;6;10;10;9;19;9;15;5;20;9;11;7;9;7;5;5;5;,84;,84;,64;,4;,52;,56;6;8;9;,946769848959715;,785391751990516;,810220709948071;1,16775688351008;,139208624712985
217;PayOne;Younger;female;20;$0 - $20,000;I do not want to answer;33;7;4,5;4;B;A;B;B;B;B;B;A;A;B;A;B;B;B;A;A;A;A;B;A;B;B;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A;A;A;B;A;B;B;A;B;B;B;B;A;A;B;A;A;B;B;A;A;B;B;A;A;A;A;B;A;A;B;B;A;A;A;A;A;B;B;B;A;A;5;5;6;9;7;5;4;5;4;7;7;7;10;5;5;5;4;10;5;4;3;3;10;6;4;7;4;3;4;6;3;5;2;4;24;3;2;5;4;4;4;11;5;6;4;31;8;5;3;6;3;5;8;6;5;7;6;10;5;5;4;4;7;4;8;9;6;7;10;7;6;5;6;4;9;6;13;8;3;1;6;3;,8;,76;,76;,52;,6;,6;5;4;6;,836694106601687;,737078421383071;,836638209212897;,88979040356589;,301826811877062
218;PayAll;Younger;female;26;$60,001 - $100,000;$0 - $5,000;51;8;1;1;A;A;B;B;B;B;B;A;A;B;A;B;A;B;A;B;A;A;B;A;A;A;A;A;A;A;A;A;A;A;B;B;A;B;A;B;B;A;A;A;A;A;B;A;B;B;A;A;A;A;B;A;A;B;B;A;A;B;A;B;B;A;B;A;A;A;A;A;A;A;B;B;B;B;B;B;A;A;5;4;4;4;3;4;5;5;5;3;4;4;3;17;4;5;3;9;6;3;2;4;6;31;6;6;3;6;3;2;4;6;4;4;3;3;3;3;5;6;3;3;2;3;3;5;2;3;3;4;4;4;6;4;3;6;4;5;5;3;4;4;6;4;3;4;5;3;6;5;4;3;3;3;4;5;3;5;7;2;5;3;,72;,84;,68;,28;,44;,52;4;3;4;,965536600467026;,518168609326762;,805788125470377;1,16551681496342;,137670897991123
219;PayAll;Younger;male;25;$60,001 - $100,000;$5,001 - $10,000;45;8;3;5,5;B;A;B;A;B;B;A;A;A;B;A;A;B;B;B;B;A;A;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;A;B;B;A;A;A;A;A;B;A;B;B;A;B;A;B;B;A;A;B;B;B;A;B;B;A;A;A;A;A;A;A;B;A;A;A;A;A;B;B;B;B;A;A;14;15;6;8;6;6;7;4;11;4;5;18;7;7;8;5;5;6;7;6;19;10;6;8;5;5;5;6;3;9;5;4;4;9;3;5;4;5;3;6;4;6;7;4;4;4;6;10;4;7;4;5;5;8;6;8;5;8;8;11;7;7;7;6;6;9;9;10;7;10;7;7;7;5;14;6;7;5;7;6;6;7;,76;,76;,84;,32;,44;,6;6,5;5;7;,968161073096416;,611554227306242;,825394108172322;,878773527135177;,206302128392672
220;PayOne;Younger;male;31;$0 - $20,000;$5,001 - $10,000;37;5;8;7,5;B;A;B;A;B;B;A;A;A;B;B;A;B;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;B;A;B;B;A;A;B;B;A;A;A;B;B;A;B;A;A;B;A;B;B;B;B;A;B;B;B;B;B;B;A;A;A;B;A;B;B;B;A;B;B;B;B;A;A;13;14;6;19;6;4;9;4;7;7;9;9;6;4;9;13;4;8;6;11;7;6;5;14;6;5;7;9;20;7;12;9;8;7;7;6;4;9;8;9;7;6;7;8;10;12;6;7;15;4;6;5;16;26;12;13;10;11;11;9;18;22;21;7;23;12;11;16;10;12;12;13;6;9;13;12;8;11;4;3;5;5;,84;,8;,68;,4;,32;,52;7;7;12;,83663891757787;,763614880427129;,837118533343362;1,34022029617484;,314584574860269
221;PayAll;Older;female;72;$20,001 - $40,000;$100,001 - $250,000;19;7;6,5;7,5;B;B;B;A;B;B;A;A;A;B;A;A;A;B;A;A;B;A;B;A;B;B;A;A;A;A;A;A;B;A;B;B;A;B;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B;B;B;A;A;B;B;B;A;B;B;B;A;A;B;A;A;A;B;A;B;A;A;A;A;A;B;B;A;A;12;19;12;14;14;11;13;8;19;9;10;11;10;10;18;13;14;17;11;8;9;10;9;27;7;8;13;14;11;13;12;8;12;8;11;15;14;17;23;27;23;14;31;14;15;11;21;24;14;11;17;10;17;11;11;11;11;12;14;8;22;12;9;17;23;14;20;22;21;14;11;13;19;14;12;10;11;10;9;5;9;7;,68;,76;,8;,4;,52;,48;11;14;12,5;,936177575350658;,75737326724477;,874177856452832;1,30669041069188;,145880874235589
222;PayAll;Younger;male;21;$60,001 - $100,000;$250,001 - $500,000;36;6,5;4;5,5;A;B;B;A;B;B;B;A;B;B;A;A;B;B;A;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;B;A;B;B;A;B;B;B;A;A;B;A;A;B;A;A;A;B;B;A;A;B;B;B;A;A;B;B;B;A;B;A;B;A;A;B;A;B;B;A;A;A;B;A;A;B;2;8;4;9;11;11;15;3;2;12;2;3;7;7;3;4;7;2;2;13;6;1;10;21;5;6;1;1;2;7;23;10;1;8;25;0;2;1;1;3;1;1;0;5;1;3;1;1;1;7;0;2;5;6;2;1;3;4;4;22;2;6;7;5;8;4;13;7;2;1;1;1;1;1;5;9;0;0;7;5;7;6;,84;,56;,68;,48;,56;,36;6;1;4;,812299841988392;,776840909148402;,827829769913743;1,31835526926058;,158798779638665
223;PayAll;Younger;female;20;$0 - $20,000;$5,001 - $10,000;25;8;8;3,5;B;A;B;B;B;B;A;A;A;B;B;A;B;A;A;B;A;A;B;B;B;B;A;B;B;A;A;A;A;A;B;B;A;A;A;B;B;A;A;A;A;A;A;B;A;A;B;B;B;B;A;A;A;B;B;B;A;B;A;A;A;B;B;B;B;A;B;B;B;A;A;A;A;B;B;B;A;A;3;3;5;4;4;7;5;3;7;6;7;5;5;4;4;4;7;4;3;6;6;3;8;4;4;6;3;7;6;3;3;6;3;3;5;2;5;6;5;3;4;3;10;6;3;4;3;4;2;5;3;10;6;7;9;10;3;10;4;3;18;6;7;15;6;14;11;6;3;6;4;7;6;5;3;6;4;4;5;1;9;9;,68;,68;,68;,48;,6;,6;4,5;4;6;,903311172914573;,831404964044381;,901103095092014;,955906935810553;,120647771288919
224;PayOne;Younger;male;26;$60,001 - $100,000;$25,001 - $50,000;29;8;4;6,5;B;A;B;A;B;B;B;A;A;B;A;A;B;B;B;A;A;A;B;A;B;B;A;A;A;A;A;B;A;A;B;B;A;B;A;B;A;A;A;A;B;A;A;A;B;B;A;A;A;A;B;A;A;B;B;B;A;B;B;B;B;B;A;A;A;B;B;A;B;B;A;A;B;B;A;B;A;A;16;14;7;27;11;10;12;11;10;9;12;12;12;10;9;16;5;7;6;6;7;8;14;8;7;11;10;7;12;8;8;6;6;10;10;8;10;6;9;9;11;6;6;6;4;11;6;9;9;8;8;6;11;9;10;10;12;8;7;6;15;12;8;12;8;10;10;14;8;11;6;5;11;6;10;7;14;8;6;3;7;6;,88;,84;,72;,44;,36;,64;10;8;10;,835951410866902;,718966895649562;,836779114084148;1,16495815076949;,305075802684105
225;PayOne;Older;male;78;$20,001 - $40,000;$250,001 - $500,000;27;8;8;8;B;B;B;A;B;B;B;B;A;B;A;A;B;B;B;B;B;A;A;B;A;A;B;A;A;A;A;B;B;A;A;A;A;A;B;B;B;A;A;A;B;A;A;A;B;A;A;B;A;A;B;A;B;B;B;A;A;B;B;A;A;A;B;A;A;A;A;A;B;B;B;B;B;B;B;B;A;A;9;4;9;11;13;6;10;13;15;9;13;5;5;14;14;6;12;7;8;12;5;7;17;9;9;10;15;7;8;13;6;5;7;13;6;4;4;9;5;10;5;5;5;8;5;5;5;13;12;4;6;8;12;9;10;14;16;10;9;16;20;13;10;17;12;15;10;7;9;22;7;10;10;9;11;7;10;11;8;2;8;3;,52;,6;,52;,4;,2;,44;9;6;10;,837798694931666;,636734969772387;,823229660977319;1,26624657703665;,0887961768287919
226;PayAll;Younger;male;23;$20,001 - $40,000;$5,001 - $10,000;34;7;7,5;7,5;A;B;B;B;A;A;A;B;B;B;A;B;A;A;B;B;B;B;A;A;A;A;B;B;A;A;B;B;A;A;B;B;A;A;A;A;A;B;A;B;B;B;A;A;A;B;A;B;B;A;A;B;B;B;B;B;B;B;A;B;A;B;A;B;A;A;A;A;A;B;A;A;A;B;A;B;B;B;1;0;1;1;2;1;0;1;2;1;1;1;1;1;1;2;2;0;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;2;5;2;1;0;1;1;1;1;1;1;3;1;3;2;2;2;1;12;1;1;1;1;1;1;1;1;1;3;2;1;1;2;1;4;1;2;2;9;9;8;9;,28;,6;,56;,56;,68;,72;1;1;1;,368099703211236;,689957855726102;,784698090784395;1,02361237527176;,13171412381286
227;PayOne;Older;male;77;$40,001 - $60,000;$100,001 - $250,000;29;6,5;2,5;3;B;A;B;A;B;B;A;A;A;B;A;B;A;B;A;A;A;A;B;A;B;B;A;A;A;A;B;A;A;A;A;A;A;A;B;A;A;A;A;A;A;A;A;A;B;B;A;B;A;B;A;A;A;B;B;B;B;B;B;B;A;A;A;A;A;A;B;A;B;B;A;A;B;B;B;B;A;A;3;7;5;6;3;7;15;6;18;6;13;8;8;7;19;4;10;4;5;3;5;6;10;9;5;9;19;4;5;10;11;10;8;24;10;6;6;6;9;14;9;8;12;9;7;8;10;7;9;7;7;9;11;8;4;16;7;8;7;9;15;13;6;7;19;9;17;9;16;9;6;9;9;11;10;9;10;12;9;7;9;7;,72;,64;,76;,36;,56;,6;6,5;9;9;,838071998643154;,681971495647466;,823294330493209;1,2610049291741;,182328726616138
228;PayOne;Younger;female;21;$0 - $20,000;$0 - $5,000;48;7;7;2;A;A;B;A;B;B;B;B;A;B;B;A;B;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;A; ;A;B;B;B;A;A;A;A;A;A;B;A;A;A;B;B;A;B;A;B;B;B;B;A;B;B;A;B;A;A;A;B;A;A;B;B;A;B;A;B;B;B;B;A;A;23;10;12;15;14;16;15;16;13;10;11;11;14;12;10;8;20;13;10;7;13;11;14;22;10;15;5;9;13;8;27;30; ;14;33;17;5;17;59;14;16;9;18;9;8;10;7;7;9;6;6;10;9;9;42;28;11;12;30;7;10;35;16;17;52;21;23;21;20;22;19;6;16;23;16;7;12;9;4;3;7;4;,88;,7083333333;,72;,36;,375;,4;13; ;16,5;,836184073967971;,737602989103167;,837375467330302;1,21649336009416;,180274377288181
229;PayAll;Younger;female;20;$40,001 - $60,000;$5,001 - $10,000;36;8;5;5;B;A;B;B;B;B;B;A;A;B;A;B;A;A;B;B;A;A;B;A;A;B;A;B;B;A;A;B;B;A;A;B;A;A;A;A;A;B;A;A;A;A;A;A;A;A;A;A;B;A;B;A;A;B;B;B;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;A;A;3;30;3;3;2;5;3;3;2;4;3;2;4;5;5;3;3;3;3;3;6;4;3;5;6;2;4;2;3;4;3;3;3;4;4;4;2;4;3;4;4;3;4;6;4;2;5;4;5;3;3;5;20;4;5;7;5;8;4;5;4;4;4;4;4;3;6;5;4;6;4;5;4;3;4;3;4;6;6;7;7;7;,72;,64;,72;,52;,48;,64;3;4;4;,913672044062708;,758625379782681;,709932939992797;,961206555419843;,106932647194646
230;PayOne;Younger;female;20;$0 - $20,000;$0 - $5,000;39;8;6;4,5;B;A;A;B;B;A;A;A;A;A;A;B;A;B;A;B;A;A;B;B;A;A;A;B;B;A;A;A;A;A;B;B;A;B;A;B;A;A;A;A;A;A;A;A;A;B;A;B;B;A;B;A;A;A;B;B;A;B;B;B;B;A;A;B;B;A;A;A;B;A;B;A;A;A;B;B;A;A;3;2;6;10;7;9;6;4;2;8;9;5;8;2;2;1;8;6;1;4;2;2;11;4;3;3;4;3;9;9;7;6;8;9;10;5;5;9;8;6;10;5;6;3;4;5;12;4;6;10;5;5;5;10;6;4;3;10;3;4;5;4;8;4;6;9;14;9;8;4;5;6;3;7;4;4;6;6;7;1;9;5;,48;,96;,76;,44;,56;,44;4;6;5,5;,83564479906451;,714282574059711;,837128530445793;1,16410304266405;,144759760586093
231;PayAll;Younger;female;21;$20,001 - $40,000;$0 - $5,000;35;8;8;6,5;B;A;B;A;B;B;A;A;A;B;A;A;B;A;B;A;A;A;B;A;A;B;A;B;A;A;A;A;A;A;A;B;B;A;A;A;B;A;A;A;B;A;B;B;B;B;A;A;B;A;B;A;A;B;B;A;A;B;B;B;A;A;A;B;B;A;B;B;A;A;B;A;A;B;A;B;A;A;15;7;5;7;23;6;5;4;17;8;5;4;4;10;9;1;9;8;5;8;6;7;8;8;5;13;9;9;9;14;12;5;10;30;12;6;16;6;4;11;11;9;16;13;11;10;12;7;8;12;27;6;6;11;6;8;7;5;6;7;7;4;8;12;9;25;6;6;6;7;9;10;6;10;17;6;5;7;8;6;9;7;,72;,64;,76;,44;,4;,44;7;10,5;7;,928913923135176;,729028109384349;,861518859692099;,969166272620288;,114645627061401
232;PayOne;Younger;other;26;$0 - $20,000;$0 - $5,000;48;6,5;6,5;5,5;A;A;B;A;B;B;B;A;A;B;A;A;B;B;A;A;A;A;B;A;B;B;B;B;B;A;A;A;B;A;A;B;A;B;B;B;B;A;A;A;A;A;A;A;B;A;A;B;B;A;B;A;A;B;B;A;A;B;A;A;B;A;A;B;A;A;A;B;B;A;B;A;A;B;B;B;A;A;2;2;2;5;2;4;53;4;5;2;4;5;4;3;3;3;3;74;5;3;3;4;4;2;18;2;2;3;2;9;4;2;5;5;5;6;3;3;4;4;25;5;6;5;3;4;8;5;8;3;2;2;6;6;5;7;3;6;4;11;5;5;11;9;3;4;13;6;4;6;2;5;3;3;2;5;4;6;3;2;4;3;,84;,8;,64;,4;,32;,56;3,5;4;5;,836664261343757;,7284364022417;,837018044072553;1,03789540484765;,192575938710768
233;PayAll;Older;male;73;More than $100,000;More than $500'000;32;4,5;4,5;8;B;A;B;A;B;B;A;A;A;B;B;A;A;B;A;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;B;A;B;A;A;A;A;B;A;A;A;B;B;A;B;A;A;B;A;A;B;B;B;A;B;B;B;B;A;B;A;B;A;B;B;B;A;B;A;B;A;B;B;A;A;7;7;6;14;7;10;6;5;8;8;6;8;6;6;5;8;6;7;6;13;9;5;13;16;24;5;11;6;16;18;9;14;11;10;11;15;23;8;13;27;15;7;15;12;13;17;9;21;24;20;11;13;28;15;9;13;12;11;34;18;21;12;13;12;11;15;38;25;15;21;31;13;11;8;8;7;7;9;8;5;8;7;,76;,92;,76;,32;,44;,36;7;13;13;,937230617786505;,879205562367248;,921962157861507;1,79208134300001;,183606940015907
234;PayOne;Older;female;62;$20,001 - $40,000;$25,001 - $50,000;31;6,5;7,5;7,5;A;B;A;B;A;A;B;B;A;B;B;A;A;A;B;A;B;B;A;A;A;A;B;A;B;A;B;B;A;A;A;B;A;A;B;B;B;A;A;A;B;A;A;B;B;B;A;A;B;A;B;A;A;A;B;A;B;A;B;A;B;B;A;B;A;A;A;A;A;A;B;A;B;B;B;B;A;A;7;14;13;14;17;8;15;13;14;19;6;13;7;9;11;13;12;13;19;14;6;9;12;9;7;19;14;23;29;10;10;9;13;4;13;12;8;20;13;14;24;7;16;13;16;7;23;17;13;9;21;26;6;10;13;11;13;13;13;15;17;14;10;8;14;13;9;9;20;9;7;7;13;13;8;8;8;14;9;2;9;1;,44;,64;,56;,56;,32;,56;13;13;12;,837294603902339;,673556119158099;,823191218898943;1,07276458047988;,0588038219572908
235;PayAll;Younger;female;21;$20,001 - $40,000;$10,001 - $25,000;39;8;3;3,5;B;A;B;A;B;B;B;A;A;B;A;A;B;B;B;B;A;A;B;A;B;B;A;A;B;A;A;A;B;A;A;B;A;B;A;B;A;A;A;A;A;A;A;A;B;B;B;B;A;A;B;A;A;B;B;B;A;B;B;A;B;A;A;A;A;A;A;B;A;A;A;A;B;B;B;B;A;A;9;7;8;19;9;5;13;25;9;7;12;13;8;39;45;11;7;7;32;7;6;9;10;9;9;6;13;21;14;8;9;19;11;10;9;17;8;13;17;8;11;9;19;21;7;9;12;19;10;11;8;11;32;11;13;25;11;15;12;16;26;58;11;12;19;15;41;10;15;20;24;41;24;9;9;9;12;11;7;3;8;5;,88;,84;,8;,44;,44;,56;9;11;15;,967856633279441;,805705526641504;,821315066965317;,905573996316213;,215418881706671
236;PayAll;Younger;male;19;$0 - $20,000;$5,001 - $10,000;35;6;6;3,5;B;B;B;A;B;B;A;A;A;B;A;A;B;B;B;B;A;A;B;A;B;B;A;A;A;A;A;A;A;A;B;B;A;B;A;B;A;B;A;B;A;A;A;A;A;B;A;B;B;A;B;A;A;B;B;B;A;B;B;B;A;A;A;B;A;A;B;A;A;A;A;A;B;B;B;B;A;A;5;9;2;6;6;2;7;4;2;41;5;4;6;5;6;4;4;2;4;3;5;3;3;5;6;3;4;4;13;6;5;9;35;7;7;4;4;6;5;10;4;4;7;6;6;6;5;6;7;5;6;10;8;5;5;6;5;10;4;3;6;3;4;5;6;9;6;8;5;6;4;5;4;7;7;5;11;4;5;5;8;7;,76;,88;,84;,4;,56;,6;4,5;6;5;,959731231309751;,678490485622177;,840157507124596;,85792515157714;,234961891991836
237;PayOne;Younger;male;35;$20,001 - $40,000;$5,001 - $10,000;36;8;2,5;4,5;B;A;B;A;B;B;A;A;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;B;A;A;B;A;A;A;A;A;B;A;A;B;A;B;A;B;B;A;A;B;B;B;A;B;B;B;B;B;B;A;A;A;B;A;A;A;A;A;A;B;A;A;A;A;9;9;7;9;9;7;7;4;13;6;6;6;7;5;9;6;4;6;5;5;9;6;6;8;5;8;8;4;14;7;6;4;3;6;4;21;10;8;6;6;7;8;11;3;10;5;6;21;7;7;8;5;13;7;7;8;6;22;11;13;6;7;13;8;6;7;11;12;4;8;8;4;5;7;8;8;6;7;5;6;7;7;,8;,72;,8;,36;,56;,56;6,5;7;7,5;,835605245014495;,700599121447891;,83709903036037;1,06698335070459;,327448002611011
